PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TS,1991,55,11.875,1.56,-1.02,3.53,5.54,9.81,12.75,17.68,17.51,14.45,9.61,5.36,1.83,8.22
TS,1991,55,8.75,2.19,-0.47,4.26,6.39,9.73,12.13,17.37,17.23,14.21,9.9,6.05,3.23,8.52
TS,1991,55,9.375,1.22,-1.58,4.06,5.67,9.7,12.1,17.7,17.01,13.7,8.88,5.03,1.83,7.94
TS,1991,55.5,10,1.12,-1.55,3.44,5.25,9.72,12.16,17.47,16.96,13.56,9,5.14,1.49,7.81
TS,1991,55.5,10.625,1.6,-1.13,3.15,5.19,9.87,12.52,17.48,17.29,14.07,9.62,5.52,1.56,8.06
TS,1991,55.5,11.25,1.78,-1.27,3.13,5.25,10.09,12.91,17.79,17.65,14.44,9.75,5.41,1.55,8.21
TS,1991,55.5,11.875,1.35,-1.32,3.4,5.52,9.65,12.44,17.41,17.18,13.8,9.02,5.01,1.76,7.94
TS,1991,55.5,8.75,1.85,-0.95,4.05,6.15,9.64,11.91,17.42,16.9,13.73,9.22,5.56,3,8.21
TS,1991,55.5,9.375,1.06,-1.88,3.94,5.67,9.69,11.89,17.57,16.69,13.2,8.42,4.73,1.81,7.73
TS,1991,56,10,1.24,-1.57,3.49,5.59,9.59,11.86,17.28,16.6,13.09,8.33,4.81,1.85,7.68
TS,1991,56,10.625,2.73,0.12,2.69,5.37,9.45,12.29,16.75,17.08,14.24,10.47,6.45,2.82,8.37
TS,1991,56,11.25,2.66,-0.01,2.89,5.65,9.58,12.47,16.99,17.34,14.38,10.34,6.26,3.04,8.47
TS,1991,56,11.875,2.39,-0.28,3.06,5.81,9.61,12.55,17.14,17.39,14.25,9.91,5.9,3.09,8.4
TS,1991,56,8.75,1.62,-1.43,4.03,6.02,9.48,11.61,17.48,16.59,13.32,8.52,4.94,2.86,7.92
TS,1991,56,9.375,1.04,-2.01,3.82,5.73,9.54,11.62,17.45,16.42,12.89,7.87,4.38,1.97,7.56
TS,1991,56.5,10,1.01,-1.88,3.71,6.07,9.95,11.99,17.52,16.76,13.05,8.03,4.49,1.94,7.72
TS,1991,56.5,10.625,2.07,-0.6,3.32,5.97,9.79,12.13,17.1,17.07,13.73,9.34,5.66,2.92,8.21
TS,1991,56.5,11.25,3.29,0.71,2.91,5.88,9.5,12.33,16.78,17.42,14.59,10.74,6.84,4.07,8.76
TS,1991,56.5,11.875,3.32,0.7,2.74,5.77,9.55,12.61,16.84,17.61,14.79,10.89,6.9,4.18,8.83
TS,1991,56.5,8.75,1.5,-1.6,3.99,6.35,9.79,12.07,17.86,17.01,13.67,8.67,4.93,2.85,8.09
TS,1991,56.5,9.375,0.8,-2.38,3.87,6.07,9.8,11.82,17.66,16.56,12.91,7.57,4,1.82,7.54
TS,1991,57,10,1.33,-1.44,3.51,6.07,9.82,12,17.35,16.73,13.22,8.4,4.94,2.51,7.87
TS,1991,57,10.625,3.01,0.64,3.02,5.89,9.69,12.1,16.51,17.08,14.18,10.36,6.85,4.14,8.62
TS,1991,57,11.25,3.44,1,2.86,5.82,9.48,12.28,16.59,17.34,14.58,10.84,7.19,4.6,8.84
TS,1991,57,11.875,3.02,0.34,2.75,5.69,9.27,12.26,16.74,17.28,14.33,10.37,6.71,4.2,8.58
TS,1991,57,8.75,2.65,0.2,3.92,6.43,9.74,12.26,17.44,17.2,14.2,10.09,6.34,4.27,8.73
TS,1991,57,9.375,1.53,-1.17,3.77,6.21,9.8,12.07,17.55,16.86,13.44,8.67,5.12,2.91,8.06
TS,1992,55,10,0.87,2.07,2.94,4.23,11.68,16.76,18.21,16.98,13.81,8.36,5.72,1.27,8.57
TS,1992,55,10.625,1.42,2.32,3.35,4.32,11.36,16.76,18.88,17.51,14.37,9.1,6.06,2.42,8.99
TS,1992,55,11.25,1.33,2.26,3.59,5.12,11.81,17.61,19.82,18.26,14.56,8.69,5.62,2.25,9.24
TS,1992,55,11.875,1.39,2.27,3.72,5.72,11.71,17.55,19.79,18.44,14.44,8.37,5.43,2.18,9.25
TS,1992,55,8.75,2.77,3.41,4.32,6.12,12,16.45,17.5,16.88,13.89,8.44,6.06,3.05,9.24
TS,1992,55,9.375,1.69,2.89,3.87,5.66,12.3,16.81,17.7,16.63,13.45,7.23,5.18,1.71,8.76
TS,1992,55.5,10,1.34,2.39,3.38,4.97,11.87,16.72,17.76,16.31,13.37,7.46,5.17,1.66,8.53
TS,1992,55.5,10.625,1.35,2.29,3.29,4.65,11.59,16.95,18.55,16.91,13.84,8.31,5.57,2.11,8.78
TS,1992,55.5,11.25,1.3,2.18,3.33,4.75,11.8,17.6,19.62,17.81,14.22,8.49,5.42,2.23,9.06
TS,1992,55.5,11.875,1.27,2.24,3.62,5.51,11.79,17.16,19.27,17.76,13.83,7.62,5.04,1.95,8.92
TS,1992,55.5,8.75,2.54,3.15,4.01,5.81,12.09,16.41,17.2,16.39,13.56,7.49,5.49,2.62,8.9
TS,1992,55.5,9.375,1.69,2.72,3.74,5.6,12.28,16.7,17.34,16.05,13.09,6.63,4.74,1.61,8.52
TS,1992,56,10,1.63,2.5,3.54,5.3,11.86,16.48,17.27,15.68,12.86,6.7,4.68,1.86,8.36
TS,1992,56,10.625,2.42,2.61,3.4,4.56,10.71,16.24,18.2,16.42,13.88,9.48,6.48,3.44,8.99
TS,1992,56,11.25,2.46,2.7,3.65,5.07,11.02,16.75,18.7,17.02,14.05,9.29,6.25,3.45,9.2
TS,1992,56,11.875,2.35,2.66,3.81,5.47,11.3,17.06,18.89,17.33,14.02,8.79,5.82,3.25,9.23
TS,1992,56,8.75,2.37,3.07,3.88,5.68,12.28,16.64,17.03,15.77,13.09,6.49,4.85,2.28,8.62
TS,1992,56,9.375,1.72,2.65,3.63,5.5,12.28,16.58,16.98,15.51,12.72,5.87,4.27,1.58,8.27
TS,1992,56.5,10,1.56,2.53,3.68,5.65,12.4,16.87,17.47,15.66,12.85,6.17,4.21,1.66,8.39
TS,1992,56.5,10.625,2.33,2.82,3.81,5.45,11.58,16.68,17.86,16.19,13.35,7.9,5.47,2.94,8.87
TS,1992,56.5,11.25,3.29,3.12,3.9,5.26,10.78,16.74,18.38,16.88,14.04,9.82,6.79,4.31,9.44
TS,1992,56.5,11.875,3.24,2.93,3.8,5.25,10.68,17,18.61,17.07,14.3,10.16,6.72,4.42,9.51
TS,1992,56.5,8.75,2.34,2.96,3.94,5.81,12.69,17.28,17.61,15.98,13.28,6.76,4.81,2.18,8.8
TS,1992,56.5,9.375,1.55,2.5,3.61,5.65,12.73,17.05,17.35,15.53,12.8,5.58,3.85,1.27,8.29
TS,1992,57,10,2.02,2.7,3.71,5.45,12.23,16.85,17.45,15.59,12.86,6.6,4.61,2.17,8.52
TS,1992,57,10.625,3.21,3.22,3.95,5.1,11.03,16.49,17.94,16.21,13.53,9.31,6.68,4.26,9.24
TS,1992,57,11.25,3.52,3.22,3.84,5.1,10.82,16.72,18.18,16.57,13.85,9.99,6.93,4.71,9.45
TS,1992,57,11.875,3.06,2.79,3.56,4.98,10.94,16.78,18.09,16.52,13.63,9.26,6.2,4.2,9.17
TS,1992,57,8.75,3.58,3.66,4.39,5.91,12.22,17.14,17.55,16.18,13.88,8.57,6.38,3.65,9.43
TS,1992,57,9.375,2.45,3,3.92,5.71,12.47,17.07,17.44,15.74,13.18,6.85,4.95,2.34,8.76
TS,1993,55,10,0.53,0.33,1.65,4.99,12.37,14.67,15.46,15.12,12.79,8.35,3.32,0.99,7.55
TS,1993,55,10.625,1.61,1.26,2.12,4.63,12.26,14.97,15.89,15.65,13.09,8.73,4.05,1.96,8.02
TS,1993,55,11.25,1.42,1.17,2.34,5.4,12.85,15.58,16.58,15.95,12.82,8.35,3.45,1.87,8.15
TS,1993,55,11.875,1.28,1.01,2.42,6.01,12.66,15.39,16.4,15.63,12.28,8.14,3.21,1.86,8.02
TS,1993,55,8.75,2.21,1.92,2.92,7.12,12.07,14.27,15.21,14.91,12.71,8.55,3.5,2.55,8.16
TS,1993,55,9.375,1.06,0.88,2.35,6.9,12.58,14.37,15.21,14.59,12.14,7.47,2.11,1.54,7.6
TS,1993,55.5,10,0.9,0.53,2.03,6,12.66,14.31,15.2,14.66,12.1,7.5,2.66,1.25,7.48
TS,1993,55.5,10.625,1.3,0.9,2.11,5.44,12.67,14.77,15.68,15.25,12.51,8.02,3.44,1.6,7.81
TS,1993,55.5,11.25,1.27,1.09,2.12,5.34,12.98,15.34,16.28,15.77,12.53,8.03,3.39,1.68,7.99
TS,1993,55.5,11.875,1.16,0.71,2.19,6.09,12.8,14.82,15.74,15.16,11.65,7.51,2.68,1.66,7.68
TS,1993,55.5,8.75,1.8,1.55,2.69,7.01,12.26,14.1,14.96,14.51,12.08,7.75,2.82,1.94,7.79
TS,1993,55.5,9.375,0.83,0.62,2.2,6.87,12.7,14.07,14.94,14.23,11.69,6.94,1.8,1.21,7.34
TS,1993,56,10,1.1,0.67,2.12,6.48,12.7,13.98,14.8,14.15,11.27,6.93,2.08,1.1,7.28
TS,1993,56,10.625,2.43,1.86,2.38,5.32,12.02,14.54,15.07,15.13,12.63,8.9,4.83,2.45,8.13
TS,1993,56,11.25,2.32,1.82,2.4,5.76,12.33,14.75,15.42,15.37,12.42,8.68,4.45,2.57,8.19
TS,1993,56,11.875,2.04,1.56,2.35,6.1,12.56,14.76,15.54,15.33,11.98,8.25,3.84,2.47,8.06
TS,1993,56,8.75,1.42,1.2,2.49,7.18,12.5,13.85,14.6,14.05,11.27,6.97,2.08,1.51,7.43
TS,1993,56,9.375,0.82,0.56,2.13,7,12.79,13.82,14.62,13.84,10.93,6.42,1.35,0.88,7.1
TS,1993,56.5,10,0.81,0.59,2.19,6.84,13.24,14.12,14.79,14.23,10.87,6.64,1.48,0.72,7.21
TS,1993,56.5,10.625,1.85,1.4,2.35,6.27,12.65,14.31,14.99,14.72,11.67,7.83,3.19,1.88,7.76
TS,1993,56.5,11.25,2.87,2.33,2.52,5.79,12.02,14.6,15.28,15.33,12.55,9.07,4.94,3.12,8.37
TS,1993,56.5,11.875,2.77,2.21,2.41,5.6,12.1,14.79,15.49,15.54,12.67,9.17,5.13,3.19,8.42
TS,1993,56.5,8.75,1.27,1.27,2.54,7.16,13.02,14.21,14.82,14.52,11.24,7.08,2.12,1.2,7.54
TS,1993,56.5,9.375,0.43,0.47,2.13,7.18,13.3,14.07,14.68,14.02,10.59,6.2,0.86,0.36,7.02
TS,1993,57,10,1.02,1,2.34,6.5,13,14.07,14.71,14.29,10.97,6.93,1.94,0.92,7.31
TS,1993,57,10.625,2.79,2.07,2.61,5.7,12.13,14.21,14.92,14.77,12.24,8.7,4.69,2.85,8.14
TS,1993,57,11.25,3.05,2.34,2.62,5.63,11.97,14.42,15.1,15.12,12.6,9.04,5.15,3.34,8.36
TS,1993,57,11.875,2.62,1.85,2.31,5.68,12.14,14.37,14.99,14.97,12.18,8.53,4.42,2.91,8.08
TS,1993,57,8.75,2.41,2.59,3.43,6.68,12.45,14.01,14.55,15.03,11.91,8.37,4.08,2.46,8.16
TS,1993,57,9.375,1.23,1.45,2.74,6.75,12.93,14.03,14.59,14.5,11.08,7.15,2.27,1.18,7.49
TS,1994,55,10,1.56,-1.51,2.18,5.09,11.36,14.05,19.71,17.94,13.83,9.04,7.13,2.66,8.59
TS,1994,55,10.625,2.15,-0.27,2.44,5.6,11.23,14.08,19.61,18.5,14.16,9.44,7.34,3.29,8.96
TS,1994,55,11.25,2.04,-0.45,2.56,6.23,11.27,14.46,20.2,19.11,14.16,9.03,6.9,3.11,9.05
TS,1994,55,11.875,1.99,-0.64,2.5,6.34,10.7,14.24,19.95,18.98,14.07,8.87,6.69,3.22,8.91
TS,1994,55,8.75,2.78,-0.34,3.09,6.93,11.06,13.64,19.4,17.39,13.84,9.27,7.41,4.68,9.1
TS,1994,55,9.375,2.13,-1.64,2.79,6.47,11.26,13.8,19.65,17.21,13.3,8.3,6.75,3.29,8.61
TS,1994,55.5,10,1.63,-1.48,2.25,6.01,11.09,13.61,19.36,17.39,13.2,8.33,6.61,3.1,8.43
TS,1994,55.5,10.625,1.79,-0.79,2.3,5.87,11.16,13.83,19.55,18.17,13.59,8.8,6.84,3.25,8.7
TS,1994,55.5,11.25,1.89,-0.62,2.33,6.11,11.22,14.19,20.07,18.98,13.88,8.8,6.69,3.03,8.88
TS,1994,55.5,11.875,1.83,-1.09,2.29,6.45,10.48,13.82,19.39,18.29,13.5,8.39,6.31,3.13,8.57
TS,1994,55.5,8.75,2.35,-0.89,2.69,6.66,10.94,13.35,19.17,16.94,13.26,8.66,6.88,4.26,8.69
TS,1994,55.5,9.375,1.78,-1.87,2.41,6.51,11.04,13.46,19.37,16.83,12.87,7.84,6.34,3.16,8.31
TS,1994,56,10,1.44,-1.48,2.09,6.33,10.73,13.34,19.05,16.92,12.7,7.86,6.08,3.35,8.2
TS,1994,56,10.625,2.2,0.46,2.13,5.42,10.82,13.33,18.72,18.15,13.66,9.62,7.36,4.55,8.87
TS,1994,56,11.25,2.33,0.36,2.17,6,10.91,13.52,19.02,18.6,13.82,9.49,7.19,4.48,8.99
TS,1994,56,11.875,2.26,-0.03,2.12,6.5,10.84,13.59,19.24,18.74,13.83,9.17,6.87,4.3,8.95
TS,1994,56,8.75,1.94,-1.59,2.47,6.62,10.87,13.07,19.03,16.6,12.59,7.99,6.34,3.94,8.32
TS,1994,56,9.375,1.45,-2.1,2.21,6.54,10.78,13.17,19.1,16.49,12.34,7.44,5.88,3.2,8.04
TS,1994,56.5,10,1.02,-2.06,2.11,6.9,10.96,13.42,19.32,16.95,12.42,7.57,5.65,3.19,8.12
TS,1994,56.5,10.625,1.75,-0.58,2.12,6.52,10.87,13.32,19,17.65,13.1,8.66,6.53,4.04,8.58
TS,1994,56.5,11.25,2.65,0.94,2.13,6.14,10.99,13.25,18.84,18.63,13.93,9.89,7.48,5.05,9.16
TS,1994,56.5,11.875,2.62,1.04,1.97,6.21,11.23,13.41,19.11,19.11,14.28,10.04,7.53,5.11,9.3
TS,1994,56.5,8.75,1.53,-1.99,2.47,6.93,11.34,13.38,19.39,17.19,12.73,8.03,6.07,3.98,8.42
TS,1994,56.5,9.375,0.93,-2.67,2.2,6.93,11.11,13.31,19.39,16.72,12.15,7.23,5.43,3.07,7.98
TS,1994,57,10,0.97,-2,2.08,6.73,10.98,13.26,19.05,17.11,12.34,7.81,5.91,3.55,8.15
TS,1994,57,10.625,2.15,0.4,2.19,6.21,10.86,12.96,18.35,17.77,13.31,9.39,7.29,4.88,8.81
TS,1994,57,11.25,2.58,0.85,2.06,6.1,11.08,13.13,18.64,18.45,13.84,9.88,7.58,5.3,9.12
TS,1994,57,11.875,2.26,-0.02,1.79,6.08,11.03,13.14,18.9,18.53,13.72,9.47,7.06,4.93,8.91
TS,1994,57,8.75,2.22,-0.02,2.71,6.91,11.31,13.26,18.85,17.54,13.42,9.09,7.11,5.38,8.98
TS,1994,57,9.375,1.26,-1.57,2.32,6.9,11.12,13.3,19.12,17.18,12.59,8.02,6.13,4.08,8.37
TS,1995,55,10,-0.67,1.96,1.72,4.24,10.27,14.22,18.18,19.16,14.53,11.7,5.11,-3.15,8.11
TS,1995,55,10.625,0.39,2.05,1.93,3.85,10.4,14.24,18.26,19.78,15.06,11.9,5.69,-1.77,8.48
TS,1995,55,11.25,0.07,2.11,2.14,4.49,10.68,14.73,18.87,20.54,15.12,11.73,4.94,-2.1,8.61
TS,1995,55,11.875,-0.1,2.29,2.42,5.12,10.38,14.58,18.71,20.3,14.87,11.69,4.56,-1.81,8.58
TS,1995,55,8.75,1.36,3.34,3.35,6.46,10.16,14.04,17.79,18.76,14.63,12.19,5.78,-0.52,8.94
TS,1995,55,9.375,-0.28,2.82,2.4,5.9,10.23,14.15,17.98,18.62,13.85,11.42,4.18,-3.24,8.17
TS,1995,55.5,10,-0.74,2.24,2.02,5.02,10.24,14.11,17.76,18.69,13.96,11.15,4.32,-3.22,7.96
TS,1995,55.5,10.625,-0.11,2.04,1.95,4.45,10.45,14.27,18.04,19.46,14.57,11.38,4.96,-2.29,8.26
TS,1995,55.5,11.25,0.02,2.01,2.04,4.52,10.54,14.67,18.44,20.32,14.95,11.49,4.87,-2.2,8.47
TS,1995,55.5,11.875,-0.35,2.21,2.27,5.08,10.05,14.4,17.96,19.39,14.26,11.32,4.01,-2.28,8.19
TS,1995,55.5,8.75,0.59,3.02,3,6.23,9.82,14.08,17.43,18.38,14.06,11.69,4.87,-1.89,8.44
TS,1995,55.5,9.375,-0.92,2.65,2.32,5.89,10.02,14.1,17.61,18.25,13.47,10.98,3.66,-3.8,7.85
TS,1995,56,10,-0.85,2.33,2.08,5.36,9.9,13.95,17.41,18.24,13.49,10.81,3.65,-3.02,7.78
TS,1995,56,10.625,1.27,2.03,1.97,3.99,9.98,13.78,17.38,19.21,14.84,11.65,6.22,0.48,8.57
TS,1995,56,11.25,1.44,2.33,2.4,4.85,9.96,14.04,17.52,19.53,14.88,11.69,5.89,0.62,8.76
TS,1995,56,11.875,1.22,2.48,2.67,5.45,9.83,14.22,17.6,19.53,14.7,11.61,5.23,0.47,8.75
TS,1995,56,8.75,-0.1,3.11,2.81,6.34,9.61,14.01,17.32,18.14,13.38,11.21,3.83,-2.75,8.08
TS,1995,56,9.375,-1.16,2.62,2.24,5.94,9.7,14.01,17.32,17.93,13.05,10.71,3.02,-3.88,7.63
TS,1995,56.5,10,-1.23,2.55,2.47,6.01,9.96,14.4,17.52,18.28,13.27,10.6,2.89,-3.1,7.8
TS,1995,56.5,10.625,0.49,2.85,2.82,5.79,9.78,14.15,17.38,18.81,14.07,11.11,4.64,-0.35,8.46
TS,1995,56.5,11.25,2.38,3.17,3.21,5.71,9.54,13.96,17.27,19.44,15,11.71,6.54,2.6,9.21
TS,1995,56.5,11.875,2.53,2.95,3.23,5.69,9.5,14.05,17.44,19.74,15.24,11.82,6.68,3.14,9.33
TS,1995,56.5,8.75,-0.23,3.07,2.88,6.44,9.91,14.56,17.72,18.67,13.7,11.25,3.74,-2.64,8.26
TS,1995,56.5,9.375,-1.67,2.53,2.32,6.19,9.87,14.48,17.46,18,12.92,10.53,2.36,-4.08,7.58
TS,1995,57,10,-0.62,2.72,2.68,5.91,9.77,14.44,17.34,18.28,13.22,10.66,3.37,-1.96,7.98
TS,1995,57,10.625,2.02,3.5,3.38,5.64,9.51,13.88,17.13,18.98,14.38,11.44,6.22,2.51,9.05
TS,1995,57,11.25,2.73,3.58,3.58,5.75,9.36,13.88,17.19,19.38,14.88,11.68,6.84,3.42,9.36
TS,1995,57,11.875,2.11,3.22,3.32,5.61,9.25,13.95,17.22,19.25,14.62,11.5,6.01,2.35,9.03
TS,1995,57,8.75,1.76,3.76,3.72,6.49,9.83,14.62,17.67,18.96,14.32,11.66,5.69,0.43,9.08
TS,1995,57,9.375,-0.16,3.01,2.97,6.21,9.82,14.61,17.52,18.47,13.43,10.92,3.76,-1.85,8.23
TS,1996,55,10,-2.84,-4.2,-0.75,3.97,9.36,14.1,15.34,17.99,13.37,10.24,5.7,-1.48,6.73
TS,1996,55,10.625,-2.03,-3.17,-0.35,4.06,9.49,14.24,15.71,18.07,13.86,10.6,6.31,0,7.23
TS,1996,55,11.25,-2.53,-3.6,-0.2,4.93,9.99,15.03,16.47,18.69,13.86,10.32,5.85,-0.25,7.38
TS,1996,55,11.875,-2.47,-4.04,-0.3,5.27,9.68,14.83,16.2,18.64,13.66,10.19,5.65,-0.12,7.27
TS,1996,55,8.75,-1.59,-3.26,-0.07,5.14,9.12,13.53,15.24,18.04,13.42,10.6,5.83,0.8,7.23
TS,1996,55,9.375,-2.99,-4.24,-0.31,5.41,9.56,14.12,15.34,18.02,12.67,9.77,4.71,-1.29,6.73
TS,1996,55.5,10,-2.77,-3.97,-0.3,4.98,9.41,14.16,15.27,17.87,12.59,9.73,4.92,-1.4,6.71
TS,1996,55.5,10.625,-2.35,-3.45,-0.13,4.79,9.55,14.44,15.74,18.16,13.24,10.04,5.57,-0.73,7.07
TS,1996,55.5,11.25,-2.68,-3.85,-0.18,4.93,9.85,15.03,16.54,18.81,13.59,10.15,5.64,-0.68,7.26
TS,1996,55.5,11.875,-2.67,-4.11,-0.29,5.32,9.49,14.62,15.98,18.59,12.96,9.91,5.11,-0.91,7
TS,1996,55.5,8.75,-2.2,-3.66,-0.09,5.12,9.02,13.53,15.14,17.95,12.82,10.2,5.1,-0.08,6.9
TS,1996,55.5,9.375,-3.17,-4.53,-0.33,5.46,9.4,14.07,15.14,17.85,12.11,9.47,4.24,-1.68,6.5
TS,1996,56,10,-2.82,-3.65,-0.18,5.43,9.2,14.08,15.01,17.51,11.81,9.46,4.39,-1.28,6.58
TS,1996,56,10.625,-0.68,-1.62,0.3,4.54,8.97,13.6,15.18,17.47,13.71,10.55,6.67,1.4,7.51
TS,1996,56,11.25,-0.96,-1.91,0.3,4.94,9.11,13.92,15.68,18,13.81,10.53,6.59,1.3,7.61
TS,1996,56,11.875,-1.33,-2.37,0.2,5.27,9.14,14.12,15.82,18.23,13.58,10.37,6.26,0.88,7.51
TS,1996,56,8.75,-2.69,-3.73,0.09,5.61,8.94,13.71,15.08,17.83,12.11,9.66,4.35,-0.96,6.67
TS,1996,56,9.375,-3.34,-4.31,-0.21,5.69,9.17,14.1,15.04,17.68,11.52,9.24,3.75,-1.92,6.37
TS,1996,56.5,10,-3.05,-3.9,0.02,5.76,9.27,14.4,15.32,17.69,11.51,9.32,4.06,-2,6.53
TS,1996,56.5,10.625,-1.71,-2.59,0.21,5.33,9.05,13.93,15.33,17.63,12.72,9.96,5.58,0.22,7.14
TS,1996,56.5,11.25,-0.27,-1.34,0.46,4.91,8.81,13.47,15.44,17.74,14.18,10.73,7.23,2.58,7.83
TS,1996,56.5,11.875,-0.16,-1.36,0.45,4.84,8.78,13.64,15.6,17.89,14.42,10.87,7.52,2.72,7.93
TS,1996,56.5,8.75,-2.7,-3.4,0.42,5.79,9.16,14.12,15.53,18.17,12.31,9.76,4.55,-1.27,6.87
TS,1996,56.5,9.375,-3.52,-4.45,0.02,5.86,9.23,14.45,15.33,17.83,11.29,9.18,3.49,-2.73,6.33
TS,1996,57,10,-2.54,-3.34,0.25,5.45,8.92,14.1,15.26,17.45,11.72,9.44,4.59,-1.4,6.66
TS,1996,57,10.625,-0.63,-1.57,0.58,4.84,8.6,13.19,15.11,17.24,13.6,10.38,6.87,2.17,7.53
TS,1996,57,11.25,-0.18,-1.44,0.58,4.78,8.6,13.19,15.32,17.61,14.21,10.73,7.52,2.97,7.82
TS,1996,57,11.875,-0.87,-2.3,0.25,4.78,8.56,13.35,15.32,17.77,13.75,10.51,7.03,1.99,7.51
TS,1996,57,8.75,-0.24,-0.31,1.85,5.51,8.48,13.41,15.2,17.74,13.38,10.46,6.43,1.38,7.77
TS,1996,57,9.375,-1.9,-2.33,0.91,5.58,8.76,13.98,15.27,17.64,12.05,9.67,4.9,-0.92,6.97
TS,1997,55,10,-2.45,1.34,2.34,3.92,10.19,15.41,18,20.86,14.74,9.32,5.12,0.74,8.29
TS,1997,55,10.625,-1.78,1.31,2.63,4.05,10,15.43,18.23,21.34,15.32,10.08,5.65,1.05,8.61
TS,1997,55,11.25,-1.99,1.35,2.89,4.66,10.25,15.86,18.72,21.97,15.49,9.73,5.15,1.07,8.76
TS,1997,55,11.875,-1.85,1.46,3.03,5.1,9.98,15.53,18.45,21.83,15.45,9.4,5.02,1.62,8.75
TS,1997,55,8.75,-1.13,2.26,3.92,5.91,10.52,14.94,17.73,20.38,14.9,9.53,5.12,2.86,8.91
TS,1997,55,9.375,-2.25,1.99,3.22,5.26,10.58,15.22,17.8,20.53,14.16,8.33,4.15,1.42,8.37
TS,1997,55.5,10,-2.18,1.63,3.02,4.82,10.11,15.26,17.73,20.54,14.12,8.47,4.59,0.96,8.26
TS,1997,55.5,10.625,-1.93,1.48,3.03,4.59,10.02,15.45,18.07,21.03,14.8,9.3,5.15,0.98,8.5
TS,1997,55.5,11.25,-2.2,1.19,2.86,4.47,10.14,15.81,18.62,21.73,15.24,9.49,5.13,0.82,8.61
TS,1997,55.5,11.875,-2.29,1.43,2.99,4.99,9.84,15.37,18.07,21.33,14.91,8.76,4.68,1.21,8.44
TS,1997,55.5,8.75,-1.31,2.18,3.56,5.76,10.21,14.91,17.54,20.27,14.21,8.68,4.48,2.13,8.55
TS,1997,55.5,9.375,-2.3,1.85,3.15,5.31,10.29,15.12,17.56,20.29,13.6,7.7,3.9,1.16,8.14
TS,1997,56,10,-2.13,1.79,3.26,5.3,9.89,15.09,17.48,20.05,13.46,7.8,4.27,1.26,8.13
TS,1997,56,10.625,-0.69,1.74,3.64,5.01,9.3,14.86,17.66,20.37,15.12,10.45,6.15,2.27,8.82
TS,1997,56,11.25,-0.99,1.6,3.62,5.26,9.52,15.11,18.04,20.82,15.36,10.37,6,2.37,8.92
TS,1997,56,11.875,-1.4,1.4,3.47,5.39,9.64,15.24,18.2,21.01,15.32,9.93,5.62,2.17,8.83
TS,1997,56,8.75,-1.72,2.26,3.29,5.66,10,14.92,17.4,20.12,13.33,7.73,3.85,1.63,8.21
TS,1997,56,9.375,-2.43,1.92,3.09,5.42,9.98,15.04,17.37,20,12.97,7.08,3.53,0.99,7.91
TS,1997,56.5,10,-2.66,1.82,3.28,5.59,9.91,15.38,17.86,20.13,13.18,7.23,3.75,1.09,8.05
TS,1997,56.5,10.625,-1.61,1.87,3.58,5.53,9.56,15.1,17.97,20.27,14.24,8.91,5.12,2.44,8.58
TS,1997,56.5,11.25,-0.52,1.8,3.75,5.43,9.33,14.95,18.14,20.54,15.49,10.81,6.52,3.56,9.15
TS,1997,56.5,11.875,-0.48,1.38,3.56,5.37,9.45,15.09,18.4,20.84,15.82,11.11,6.69,3.26,9.21
TS,1997,56.5,8.75,-1.91,2.23,3.39,5.82,10.19,15.5,17.96,20.53,13.48,7.89,3.84,1.36,8.36
TS,1997,56.5,9.375,-2.96,1.78,3.01,5.53,10.01,15.47,17.7,20.1,12.81,6.71,3.12,0.41,7.81
TS,1997,57,10,-2.39,1.78,3.26,5.4,9.6,15.3,17.88,19.98,13.35,7.67,3.99,1.34,8.1
TS,1997,57,10.625,-0.22,2.18,3.88,5.57,9.02,14.75,18.07,20.16,14.87,10.13,6.17,3.92,9.04
TS,1997,57,11.25,0.01,1.97,3.71,5.42,9.2,14.91,18.28,20.46,15.53,10.92,6.66,3.87,9.24
TS,1997,57,11.875,-0.81,1.46,3.24,5.01,9.24,15.07,18.24,20.51,15.33,10.35,6.04,2.78,8.87
TS,1997,57,8.75,0.28,2.85,4,6.18,9.99,15.39,18.06,20.59,14.39,9.47,5.33,3.04,9.13
TS,1997,57,9.375,-1.65,2.15,3.41,5.68,9.86,15.44,17.91,20.23,13.5,7.92,4.11,1.53,8.34
TS,1998,55,10,1.02,2.75,2.4,4.6,11.93,15.12,15.68,15.94,14.13,9.68,3.17,-0.55,7.99
TS,1998,55,10.625,1.53,2.57,2.66,4.19,11.84,15.13,16.02,16.3,14.37,10.05,3.95,0.1,8.23
TS,1998,55,11.25,1.56,2.78,2.81,5.18,12.23,15.56,16.34,16.43,14.43,9.76,3.36,-0.11,8.36
TS,1998,55,11.875,1.8,3.15,2.94,6.14,12.02,15.31,16,16.07,14.18,9.54,3.14,0.06,8.36
TS,1998,55,8.75,2.89,4.35,4.36,7.01,12.11,15.02,15.64,15.95,14.25,9.7,3.49,1.86,8.89
TS,1998,55,9.375,1.68,3.93,3.42,6.31,12.27,15.04,15.34,15.48,13.85,8.99,1.89,0.08,8.19
